NOT_ID,POLL_TYPE,POLLUTANT
237367,Sewage Materials,Crude Sewage
237856,Sewage Materials,Crude Sewage
258729,Sewage Materials,Crude Sewage
274437,Sewage Materials,Crude Sewage
290476,Sewage Materials,Crude Sewage
303079,Sewage Materials,Crude Sewage
317372,Sewage Materials,Crude Sewage
332086,Sewage Materials,Crude Sewage
337569,Sewage Materials,Crude Sewage
352554,Sewage Materials,Crude Sewage
363551,Sewage Materials,Crude Sewage
405421,Sewage Materials,Crude Sewage
408914,Sewage Materials,Crude Sewage
417469,Sewage Materials,Crude Sewage
418213,Sewage Materials,Crude Sewage
419725,Sewage Materials,Crude Sewage
424466,Sewage Materials,Crude Sewage
431936,Sewage Materials,Crude Sewage
445540,Sewage Materials,Crude Sewage
466990,Sewage Materials,Crude Sewage
481021,Sewage Materials,Crude Sewage
501715,Sewage Materials,Crude Sewage
501932,Sewage Materials,Crude Sewage
511383,Sewage Materials,Crude Sewage
520072,Sewage Materials,Crude Sewage
538623,Sewage Materials,Crude Sewage
549414,Sewage Materials,Crude Sewage
560484,Sewage Materials,Crude Sewage
568434,Sewage Materials,Crude Sewage
584390,Sewage Materials,Crude Sewage
612111,Sewage Materials,Crude Sewage
626114,Sewage Materials,Crude Sewage
643590,Sewage Materials,Crude Sewage
644937,Sewage Materials,Crude Sewage
658752,Sewage Materials,Crude Sewage
662555,Sewage Materials,Crude Sewage
669138,Sewage Materials,Crude Sewage
677503,Sewage Materials,Crude Sewage
686141,Sewage Materials,Crude Sewage
713121,Sewage Materials,Crude Sewage
751200,Sewage Materials,Crude Sewage
790082,Sewage Materials,Crude Sewage
817824,Sewage Materials,Crude Sewage
853220,Sewage Materials,Crude Sewage
862294,Sewage Materials,Crude Sewage
866981,Sewage Materials,Crude Sewage
886439,Sewage Materials,Crude Sewage
894984,Sewage Materials,Crude Sewage
915980,Sewage Materials,Crude Sewage
917889,Sewage Materials,Crude Sewage
944098,Sewage Materials,Crude Sewage
379342,Sewage Materials,Crude Sewage
456530,Sewage Materials,Crude Sewage
493401,Sewage Materials,Crude Sewage
536537,Sewage Materials,Crude Sewage
539839,Sewage Materials,Crude Sewage
552127,Sewage Materials,Crude Sewage
586712,Sewage Materials,Crude Sewage
598359,Sewage Materials,Crude Sewage
608076,Sewage Materials,Crude Sewage
688900,Sewage Materials,Crude Sewage
712126,Sewage Materials,Crude Sewage
752123,Sewage Materials,Crude Sewage
752991,Sewage Materials,Crude Sewage
756297,Sewage Materials,Crude Sewage
767733,Sewage Materials,Crude Sewage
801433,Sewage Materials,Crude Sewage
839519,Sewage Materials,Crude Sewage
865429,Sewage Materials,Crude Sewage
867734,Sewage Materials,Crude Sewage
868526,Sewage Materials,Crude Sewage
886251,Sewage Materials,Crude Sewage
897467,Sewage Materials,Crude Sewage
898832,Sewage Materials,Crude Sewage
925409,Sewage Materials,Crude Sewage
966716,Sewage Materials,Crude Sewage
1055529,Sewage Materials,Crude Sewage
11857,Sewage Materials,Crude Sewage
18047,Sewage Materials,Crude Sewage
25238,Sewage Materials,Crude Sewage
30455,Sewage Materials,Crude Sewage
37184,Sewage Materials,Crude Sewage
41678,Sewage Materials,Crude Sewage
44376,Sewage Materials,Crude Sewage
52161,Sewage Materials,Crude Sewage
65000,Sewage Materials,Crude Sewage
69538,Sewage Materials,Crude Sewage
86873,Sewage Materials,Crude Sewage
91765,Sewage Materials,Crude Sewage
94576,Sewage Materials,Crude Sewage
97404,Sewage Materials,Crude Sewage
100270,Sewage Materials,Crude Sewage
103193,Sewage Materials,Crude Sewage
107716,Sewage Materials,Crude Sewage
108516,Sewage Materials,Crude Sewage
108790,Sewage Materials,Crude Sewage
110226,Sewage Materials,Crude Sewage
116841,Sewage Materials,Crude Sewage
131848,Sewage Materials,Crude Sewage
140783,Sewage Materials,Crude Sewage
141957,Sewage Materials,Crude Sewage
146731,Sewage Materials,Crude Sewage
154912,Sewage Materials,Crude Sewage
165747,Sewage Materials,Crude Sewage
174322,Sewage Materials,Crude Sewage
178667,Sewage Materials,Crude Sewage
27373,Sewage Materials,Crude Sewage
40967,Sewage Materials,Crude Sewage
42001,Sewage Materials,Crude Sewage
52716,Sewage Materials,Crude Sewage
63481,Sewage Materials,Crude Sewage
63484,Sewage Materials,Crude Sewage
68096,Sewage Materials,Crude Sewage
76793,Sewage Materials,Crude Sewage
79532,Sewage Materials,Crude Sewage
95832,Sewage Materials,Crude Sewage
97313,Sewage Materials,Crude Sewage
101669,Sewage Materials,Crude Sewage
101695,Sewage Materials,Crude Sewage
107848,Sewage Materials,Crude Sewage
108130,Sewage Materials,Crude Sewage
108678,Sewage Materials,Crude Sewage
109331,Sewage Materials,Crude Sewage
109608,Sewage Materials,Crude Sewage
115567,Sewage Materials,Crude Sewage
150317,Sewage Materials,Crude Sewage
152907,Sewage Materials,Crude Sewage
154107,Sewage Materials,Crude Sewage
154230,Sewage Materials,Crude Sewage
154301,Sewage Materials,Crude Sewage
157056,Sewage Materials,Crude Sewage
172964,Sewage Materials,Crude Sewage
179685,Sewage Materials,Crude Sewage
181010,Sewage Materials,Crude Sewage
181144,Sewage Materials,Crude Sewage
183487,Sewage Materials,Crude Sewage
222359,Sewage Materials,Crude Sewage
249567,Sewage Materials,Crude Sewage
259473,Sewage Materials,Crude Sewage
277213,Sewage Materials,Crude Sewage
277306,Sewage Materials,Crude Sewage
320986,Sewage Materials,Crude Sewage
377694,Sewage Materials,Crude Sewage
420315,Sewage Materials,Crude Sewage
431814,Sewage Materials,Crude Sewage
448475,Sewage Materials,Crude Sewage
459947,Sewage Materials,Crude Sewage
465253,Sewage Materials,Crude Sewage
487380,Sewage Materials,Crude Sewage
493913,Sewage Materials,Crude Sewage
499714,Sewage Materials,Crude Sewage
501204,Sewage Materials,Crude Sewage
513398,Sewage Materials,Crude Sewage
513443,Sewage Materials,Crude Sewage
528007,Sewage Materials,Crude Sewage
568148,Sewage Materials,Crude Sewage
626676,Sewage Materials,Crude Sewage
704272,Sewage Materials,Crude Sewage
795283,Sewage Materials,Crude Sewage
813615,Sewage Materials,Crude Sewage
816256,Sewage Materials,Crude Sewage
292532,Sewage Materials,Crude Sewage
298671,Sewage Materials,Crude Sewage
314686,Sewage Materials,Crude Sewage
347894,Sewage Materials,Crude Sewage
352349,Sewage Materials,Crude Sewage
367387,Sewage Materials,Crude Sewage
370833,Sewage Materials,Crude Sewage
375794,Sewage Materials,Crude Sewage
387459,Sewage Materials,Crude Sewage
422207,Sewage Materials,Crude Sewage
455089,Sewage Materials,Crude Sewage
458420,Sewage Materials,Crude Sewage
458540,Sewage Materials,Crude Sewage
472431,Sewage Materials,Crude Sewage
495521,Sewage Materials,Crude Sewage
514452,Sewage Materials,Crude Sewage
522939,Sewage Materials,Crude Sewage
552790,Sewage Materials,Crude Sewage
566262,Sewage Materials,Crude Sewage
568552,Sewage Materials,Crude Sewage
576085,Sewage Materials,Crude Sewage
584982,Sewage Materials,Crude Sewage
587566,Sewage Materials,Crude Sewage
606220,Sewage Materials,Crude Sewage
622600,Sewage Materials,Crude Sewage
688056,Sewage Materials,Crude Sewage
704214,Sewage Materials,Crude Sewage
767169,Sewage Materials,Crude Sewage
876906,Sewage Materials,Crude Sewage
878788,Sewage Materials,Crude Sewage
882346,Sewage Materials,Crude Sewage
891527,Sewage Materials,Crude Sewage
893889,Sewage Materials,Crude Sewage
976527,Sewage Materials,Crude Sewage
1022314,Sewage Materials,Crude Sewage
1036382,Sewage Materials,Crude Sewage
1042922,Sewage Materials,Crude Sewage
7106,Sewage Materials,Crude Sewage
7124,Sewage Materials,Crude Sewage
7848,Sewage Materials,Crude Sewage
19839,Sewage Materials,Crude Sewage
26775,Sewage Materials,Crude Sewage
29627,Sewage Materials,Crude Sewage
31979,Sewage Materials,Crude Sewage
36552,Sewage Materials,Crude Sewage
40701,Sewage Materials,Crude Sewage
41677,Sewage Materials,Crude Sewage
44306,Sewage Materials,Crude Sewage
47360,Sewage Materials,Crude Sewage
48458,Sewage Materials,Crude Sewage
50425,Sewage Materials,Crude Sewage
57134,Sewage Materials,Crude Sewage
69155,Sewage Materials,Crude Sewage
69778,Sewage Materials,Crude Sewage
79677,Sewage Materials,Crude Sewage
664316,Sewage Materials,Crude Sewage
671851,Sewage Materials,Crude Sewage
677673,Sewage Materials,Crude Sewage
682746,Sewage Materials,Crude Sewage
698854,Sewage Materials,Crude Sewage
712053,Sewage Materials,Crude Sewage
789729,Sewage Materials,Crude Sewage
764717,Sewage Materials,Crude Sewage
781636,Sewage Materials,Crude Sewage
862809,Sewage Materials,Crude Sewage
890586,Sewage Materials,Crude Sewage
897390,Sewage Materials,Crude Sewage
906475,Sewage Materials,Crude Sewage
919617,Sewage Materials,Crude Sewage
929313,Sewage Materials,Crude Sewage
938973,Sewage Materials,Crude Sewage
966299,Sewage Materials,Crude Sewage
977534,Sewage Materials,Crude Sewage
997556,Sewage Materials,Crude Sewage
3156,Sewage Materials,Crude Sewage
4228,Sewage Materials,Crude Sewage
7895,Sewage Materials,Crude Sewage
36532,Sewage Materials,Crude Sewage
44190,Sewage Materials,Crude Sewage
45457,Sewage Materials,Crude Sewage
69841,Sewage Materials,Crude Sewage
93697,Sewage Materials,Crude Sewage
101428,Sewage Materials,Crude Sewage
103729,Sewage Materials,Crude Sewage
172973,Sewage Materials,Crude Sewage
174145,Sewage Materials,Crude Sewage
175358,Sewage Materials,Crude Sewage
186384,Sewage Materials,Crude Sewage
193701,Sewage Materials,Crude Sewage
195533,Sewage Materials,Crude Sewage
217132,Sewage Materials,Crude Sewage
220137,Sewage Materials,Crude Sewage
222179,Sewage Materials,Crude Sewage
222881,Sewage Materials,Crude Sewage
242817,Sewage Materials,Crude Sewage
247874,Sewage Materials,Crude Sewage
253712,Sewage Materials,Crude Sewage
260917,Sewage Materials,Crude Sewage
267274,Sewage Materials,Crude Sewage
271470,Sewage Materials,Crude Sewage
282728,Sewage Materials,Crude Sewage
299985,Sewage Materials,Crude Sewage
301851,Sewage Materials,Crude Sewage
430055,Sewage Materials,Crude Sewage
447599,Sewage Materials,Crude Sewage
470718,Sewage Materials,Crude Sewage
491810,Sewage Materials,Crude Sewage
523638,Sewage Materials,Crude Sewage
523892,Sewage Materials,Crude Sewage
530479,Sewage Materials,Crude Sewage
301365,Sewage Materials,Crude Sewage
303817,Sewage Materials,Crude Sewage
319328,Sewage Materials,Crude Sewage
328946,Sewage Materials,Crude Sewage
333668,Sewage Materials,Crude Sewage
346172,Sewage Materials,Crude Sewage
368876,Sewage Materials,Crude Sewage
374807,Sewage Materials,Crude Sewage
375466,Sewage Materials,Crude Sewage
392792,Sewage Materials,Crude Sewage
403659,Sewage Materials,Crude Sewage
417562,Sewage Materials,Crude Sewage
443430,Sewage Materials,Crude Sewage
448589,Sewage Materials,Crude Sewage
450656,Sewage Materials,Crude Sewage
469465,Sewage Materials,Crude Sewage
491083,Sewage Materials,Crude Sewage
519345,Sewage Materials,Crude Sewage
532100,Sewage Materials,Crude Sewage
548314,Sewage Materials,Crude Sewage
568906,Sewage Materials,Crude Sewage
573516,Sewage Materials,Crude Sewage
581052,Sewage Materials,Crude Sewage
602946,Sewage Materials,Crude Sewage
604299,Sewage Materials,Crude Sewage
610048,Sewage Materials,Crude Sewage
717364,Sewage Materials,Crude Sewage
785405,Sewage Materials,Crude Sewage
799027,Sewage Materials,Crude Sewage
800343,Sewage Materials,Crude Sewage
814663,Sewage Materials,Crude Sewage
814677,Sewage Materials,Crude Sewage
830509,Sewage Materials,Crude Sewage
872964,Sewage Materials,Crude Sewage
875285,Sewage Materials,Crude Sewage
912760,Sewage Materials,Crude Sewage
925886,Sewage Materials,Crude Sewage
908352,Sewage Materials,Crude Sewage
999512,Sewage Materials,Crude Sewage
1005796,Sewage Materials,Crude Sewage
1028815,Sewage Materials,Crude Sewage
1029939,Sewage Materials,Crude Sewage
1064908,Sewage Materials,Crude Sewage
1719,Sewage Materials,Crude Sewage
14732,Sewage Materials,Crude Sewage
35432,Sewage Materials,Crude Sewage
40656,Sewage Materials,Crude Sewage
42329,Sewage Materials,Crude Sewage
47091,Sewage Materials,Crude Sewage
55891,Sewage Materials,Crude Sewage
57410,Sewage Materials,Crude Sewage
69668,Sewage Materials,Crude Sewage
70693,Sewage Materials,Crude Sewage
77585,Sewage Materials,Crude Sewage
84050,Sewage Materials,Crude Sewage
877748,Sewage Materials,Crude Sewage
893938,Sewage Materials,Crude Sewage
899859,Sewage Materials,Crude Sewage
912326,Sewage Materials,Crude Sewage
912932,Sewage Materials,Crude Sewage
954068,Sewage Materials,Crude Sewage
962455,Sewage Materials,Crude Sewage
969559,Sewage Materials,Crude Sewage
970079,Sewage Materials,Crude Sewage
1015626,Sewage Materials,Crude Sewage
1029470,Sewage Materials,Crude Sewage
8011,Sewage Materials,Crude Sewage
9440,Sewage Materials,Crude Sewage
11526,Sewage Materials,Crude Sewage
12814,Sewage Materials,Crude Sewage
20913,Sewage Materials,Crude Sewage
25836,Sewage Materials,Crude Sewage
30930,Sewage Materials,Crude Sewage
49481,Sewage Materials,Crude Sewage
81397,Sewage Materials,Crude Sewage
83059,Sewage Materials,Crude Sewage
86207,Sewage Materials,Crude Sewage
133092,Sewage Materials,Crude Sewage
136229,Sewage Materials,Crude Sewage
145858,Sewage Materials,Crude Sewage
156986,Sewage Materials,Crude Sewage
161441,Sewage Materials,Crude Sewage
166861,Sewage Materials,Crude Sewage
169206,Sewage Materials,Crude Sewage
186261,Sewage Materials,Crude Sewage
186523,Sewage Materials,Crude Sewage
188539,Sewage Materials,Crude Sewage
207137,Sewage Materials,Crude Sewage
209635,Sewage Materials,Crude Sewage
211139,Sewage Materials,Crude Sewage
216870,Sewage Materials,Crude Sewage
224642,Sewage Materials,Crude Sewage
229910,Sewage Materials,Crude Sewage
242179,Sewage Materials,Crude Sewage
246489,Sewage Materials,Crude Sewage
250370,Sewage Materials,Crude Sewage
263199,Sewage Materials,Crude Sewage
263574,Sewage Materials,Crude Sewage
264387,Sewage Materials,Crude Sewage
274852,Sewage Materials,Crude Sewage
281006,Sewage Materials,Crude Sewage
296179,Sewage Materials,Crude Sewage
315932,Sewage Materials,Crude Sewage
316672,Sewage Materials,Crude Sewage
321717,Sewage Materials,Crude Sewage
334700,Sewage Materials,Crude Sewage
336004,Sewage Materials,Crude Sewage
336381,Sewage Materials,Crude Sewage
339007,Sewage Materials,Crude Sewage
345661,Sewage Materials,Crude Sewage
758215,Sewage Materials,Crude Sewage
777340,Sewage Materials,Crude Sewage
814645,Sewage Materials,Crude Sewage
816409,Sewage Materials,Crude Sewage
820637,Sewage Materials,Crude Sewage
827456,Sewage Materials,Crude Sewage
773923,Sewage Materials,Crude Sewage
859900,Sewage Materials,Crude Sewage
861998,Sewage Materials,Crude Sewage
863649,Sewage Materials,Crude Sewage
868285,Sewage Materials,Crude Sewage
870478,Sewage Materials,Crude Sewage
873745,Sewage Materials,Crude Sewage
874369,Sewage Materials,Crude Sewage
877661,Sewage Materials,Crude Sewage
891553,Sewage Materials,Crude Sewage
906026,Sewage Materials,Crude Sewage
911194,Sewage Materials,Crude Sewage
841887,Sewage Materials,Crude Sewage
933170,Sewage Materials,Crude Sewage
935963,Sewage Materials,Crude Sewage
940204,Sewage Materials,Crude Sewage
936362,Sewage Materials,Crude Sewage
917619,Sewage Materials,Crude Sewage
955390,Sewage Materials,Crude Sewage
956942,Sewage Materials,Crude Sewage
963222,Sewage Materials,Crude Sewage
979112,Sewage Materials,Crude Sewage
992691,Sewage Materials,Crude Sewage
1013045,Sewage Materials,Crude Sewage
998303,Sewage Materials,Crude Sewage
1028972,Sewage Materials,Crude Sewage
1031094,Sewage Materials,Crude Sewage
1036671,Sewage Materials,Crude Sewage
1040320,Sewage Materials,Crude Sewage
6888,Sewage Materials,Crude Sewage
13279,Sewage Materials,Crude Sewage
13317,Sewage Materials,Crude Sewage
22002,Sewage Materials,Crude Sewage
36440,Sewage Materials,Crude Sewage
37588,Sewage Materials,Crude Sewage
40682,Sewage Materials,Crude Sewage
45475,Sewage Materials,Crude Sewage
50565,Sewage Materials,Crude Sewage
65388,Sewage Materials,Crude Sewage
97425,Sewage Materials,Crude Sewage
99399,Sewage Materials,Crude Sewage
121140,Sewage Materials,Crude Sewage
121762,Sewage Materials,Crude Sewage
125514,Sewage Materials,Crude Sewage
128559,Sewage Materials,Crude Sewage
171618,Sewage Materials,Crude Sewage
184914,Sewage Materials,Crude Sewage
195307,Sewage Materials,Crude Sewage
196031,Sewage Materials,Crude Sewage
958901,Sewage Materials,Crude Sewage
973324,Sewage Materials,Crude Sewage
976411,Sewage Materials,Crude Sewage
1018968,Sewage Materials,Crude Sewage
1020749,Sewage Materials,Crude Sewage
1028939,Sewage Materials,Crude Sewage
1037270,Sewage Materials,Crude Sewage
1054198,Sewage Materials,Crude Sewage
2012,Sewage Materials,Crude Sewage
6677,Sewage Materials,Crude Sewage
12544,Sewage Materials,Crude Sewage
12586,Sewage Materials,Crude Sewage
13180,Sewage Materials,Crude Sewage
26767,Sewage Materials,Crude Sewage
33052,Sewage Materials,Crude Sewage
33405,Sewage Materials,Crude Sewage
35423,Sewage Materials,Crude Sewage
38113,Sewage Materials,Crude Sewage
41228,Sewage Materials,Crude Sewage
62274,Sewage Materials,Crude Sewage
66945,Sewage Materials,Crude Sewage
73619,Sewage Materials,Crude Sewage
82372,Sewage Materials,Crude Sewage
85584,Sewage Materials,Crude Sewage
88602,Sewage Materials,Crude Sewage
99203,Sewage Materials,Crude Sewage
100495,Sewage Materials,Crude Sewage
104173,Sewage Materials,Crude Sewage
104651,Sewage Materials,Crude Sewage
127492,Sewage Materials,Crude Sewage
145227,Sewage Materials,Crude Sewage
148288,Sewage Materials,Crude Sewage
151695,Sewage Materials,Crude Sewage
152725,Sewage Materials,Crude Sewage
162227,Sewage Materials,Crude Sewage
